InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536453,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-10-10 23:06:00,2.66,,United Kingdom
536475,22386,JUMBO BAG PINK POLKADOT,1,2011-01-07 17:09:00,1.93,15170.0,United Kingdom
536468,D,Discount,4,2011-03-23 23:48:00,12.6,15146.0,United Kingdom
536506,22745,POPPY'S PLAYHOUSE BEDROOM,-2,2011-05-24 21:51:00,2.11,14911.0,United Kingdom
536431,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-09-04 03:41:00,1.59,16609.0,United Kingdom
536392,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-01-19 02:52:00,2.77,13651.0,United Kingdom
536472,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-12-24 00:15:00,2.99,13293.0,United Kingdom
536457,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-03-30 17:48:00,3.74,,United Kingdom
536498,21915,RED RETROSPOT MINI CASES,3,2011-04-24 22:48:00,8.62,16694.0,United Kingdom
536467,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-04-11 19:12:00,3.57,15046.0,United Kingdom
536493,22386,JUMBO BAG PINK POLKADOT,3,2011-04-12 17:49:00,1.76,,United Kingdom
536372,22748,POPPY'S PLAYHOUSE KITCHEN,3,2011-05-07 04:11:00,1.92,12787.0,United Kingdom
536491,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-01-25 00:30:00,3.73,14780.0,United Kingdom
536448,84969,BOX OF 6 ASSORTED PINK TEACUPS,1,INVALID_TIMESTAMP,4.56,17683.0,UNKNOWN_COUNTRY
536402,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-06-25 03:17:00,3.59,16563.0,United Kingdom
536379,22326,,4,2011-03-07 23:43:00,2.7,15193.0,United Kingdom
536424,22745,POPPY'S PLAYHOUSE BEDROOM,6,2011-08-31 03:39:00,2.01,14246.0,France
536377,22386,JUMBO BAG PINK POLKADOT,2,2010-12-26 21:28:00,1.89,,United Kingdom
536377,22386,HAND WARMER UNION JACK,3,2011-04-24 22:48:00,1.89,16694.0,United Kingdom
536483,21212,PACK OF 72 RETROSPOT TINY TINS,1,2011-07-10 23:07:00,0.52,,United Kingdom
536445,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-05-22 18:08:00,1.61,15482.0,United Kingdom
536488,84969,BOX OF 6 ASSORTED PINK TEACUPS,4,2011-11-24 23:20:00,4.34,14839.0,United Kingdom
536473,22633,HAND WARMER UNION JACK,1,2011-06-30 20:18:00,1.91,14838.0,United Kingdom
536447,71053,WHITE METAL LANTERN,-3,2011-10-03 17:58:00,95000.0,17246.0,United Kingdom
536372,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-05-07 04:11:00,2.08,12787.0,United Kingdom
536415,22310,IVORY KNITTED MUG COSY,12,2011-09-14 22:43:00,1.63,17793.0,United Kingdom
536434,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-04-15 23:52:00,2.28,17942.0,United Kingdom
536386,23209,LUNCH BAG VINTAGE DOILY,3,2011-02-01 01:15:00,1.74,18181.0,Germany
536485,21915,RED RETROSPOT MINI CASES,1,2011-07-03 03:27:00,7.79,,United Kingdom
536488,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-11-24 23:20:00,1.95,14839.0,United Kingdom
536402,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-06-25 03:17:00,6.95,16563.0,United Kingdom
536491,22745,,2,2011-01-25 00:30:00,2.12,,uk
536386,22633,HAND WARMER UNION JACK,3,2011-02-01 01:15:00,1.9,18181.0,Germany
536497,22310,IVORY KNITTED MUG COSY,1,2011-09-19 22:32:00,1.63,17982.0,United Kingdom
536370,71053,WHITE METAL LANTERN,1,2011-06-06 22:03:00,3.54,14898.0,United Kingdom
536372,22633,HAND WARMER UNION JACK,2,2011-05-07 04:11:00,1.9,12787.0,United Kingdom
536413,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-02-06 21:00:00,3.88,14858.0,United Kingdom
536451,22310,IVORY KNITTED MUG COSY,1,2011-05-29 19:27:00,1.5,12925.0,United Kingdom
536438,22748,POPPY'S PLAYHOUSE KITCHEN,3,2011-04-28 17:21:00,2.29,15570.0,France
536453,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-10-10 23:06:00,2.93,,United Kingdom
536442,84969,BOX OF 6 ASSORTED PINK TEACUPS,2,2011-04-27 18:08:00,4.1,15750.0,United Kingdom
536407,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-05-06 00:54:00,2.2,14519.0,United Kingdom
536476,21915,RED RETROSPOT MINI CASES,1,2011-07-20 18:08:00,7.51,17457.0,United Kingdom
