transaction_id,timestamp,customer_id,product_id,store_id,quantity,unit_price,payment_method,channel
TXN-100253,2024-04-15 11:47:00,CUST-5172,PRD-1013,STR-104,1,78.67,PayPal,Mobile App
TXN-100254,2024-05-05 19:20:00,CUST-5222,PRD-1030,STR-104,1,296.36,Credit Card,Mobile App
TXN-100255,2024-07-07 21:24:00,CUST-5185,PRD-1021,STR-107,2,38.5,Cash,Mobile App
TXN-100256,2024-05-17 16:41:00,CUST-5225,PRD-1003,STR-102,1,225.99,Credit Card,In-Store
TXN-100257,2024-05-12 16:25:00,CUST-5189,PRD-1003,STR-107,2,225.99,Credit Card,In-Store
TXN-100258,2024-03-15 15:25:00,CUST-5227,PRD-1020,STR-105,1,379.0,PayPal,Online
TXN-100259,2024-06-05 08:44:00,CUST-5133,PRD-1010,STR-108,3,365.96,PayPal,In-Store
TXN-100260,2024-07-03 16:07:00,CUST-5047,PRD-1038,STR-103,1,34.4,Apple Pay,Online
TXN-100261,2024-01-07 10:29:00,CUST-5152,PRD-1013,STR-108,1,78.67,Apple Pay,Mobile App
TXN-100262,2024-06-15 19:50:00,CUST-5042,PRD-1008,STR-102,1,393.08,PayPal,Mobile App
TXN-100263,2024-04-02 09:33:00,CUST-5182,PRD-1025,STR-103,1,178.76,PayPal,In-Store
TXN-100264,2024-07-15 10:58:00,CUST-5086,PRD-1037,STR-103,1,407.18,Debit Card,In-Store
TXN-100265,2024-07-15 19:03:00,CUST-5108,PRD-1020,STR-105,2,379.0,PayPal,Online
TXN-100266,2024-06-09 10:07:00,CUST-5231,PRD-1009,STR-104,1,51.86,Apple Pay,In-Store
TXN-100267,2024-04-27 15:54:00,CUST-5128,PRD-1035,STR-101,2,150.64,PayPal,In-Store
TXN-100268,2024-02-25 17:42:00,CUST-5122,PRD-1030,STR-107,1,296.36,Cash,Mobile App
TXN-100269,2024-01-02 11:56:00,CUST-5141,PRD-1018,STR-104,1,190.07,Debit Card,In-Store
TXN-100270,2024-06-16 13:02:00,CUST-5038,PRD-1003,STR-105,1,225.99,Credit Card,In-Store
TXN-100271,2024-01-28 14:11:00,CUST-5042,PRD-1019,STR-103,5,319.75,Cash,Online
TXN-100272,2024-08-26 08:05:00,CUST-5197,PRD-1020,STR-106,1,379.0,PayPal,In-Store
TXN-100273,2024-07-13 14:53:00,CUST-5141,PRD-1005,STR-105,1,323.36,Credit Card,Mobile App
TXN-100274,2024-08-08 12:21:00,CUST-5135,PRD-1027,STR-104,2,290.33,Cash,In-Store
TXN-100275,2024-01-28 17:46:00,CUST-5162,PRD-1034,STR-102,1,361.62,Cash,Mobile App
TXN-100276,2024-03-14 14:38:00,CUST-5218,PRD-1021,STR-105,2,38.5,Cash,Online
TXN-100277,2024-08-25 10:39:00,CUST-5145,PRD-1032,STR-108,1,445.76,Debit Card,Mobile App
TXN-100278,2024-02-29 19:18:00,CUST-5050,PRD-1001,STR-102,1,16.67,Credit Card,Mobile App
TXN-100279,2024-08-05 11:51:00,CUST-5158,PRD-1027,STR-107,1,290.33,Apple Pay,Mobile App
TXN-100280,2024-07-25 18:13:00,CUST-5003,PRD-1013,STR-105,1,78.67,Credit Card,Online
TXN-100281,2024-03-17 16:35:00,CUST-5083,PRD-1001,STR-102,2,16.67,Apple Pay,Online
TXN-100282,2024-07-04 17:39:00,CUST-5246,PRD-1002,STR-103,1,330.47,Apple Pay,Mobile App
TXN-100283,2024-05-02 15:51:00,CUST-5010,PRD-1009,STR-108,1,51.86,PayPal,Mobile App
TXN-100284,2024-08-17 13:29:00,CUST-5201,PRD-1027,STR-101,3,290.33,Apple Pay,Mobile App
TXN-100285,2024-07-04 18:20:00,CUST-5143,PRD-1035,STR-101,1,150.64,Apple Pay,Online
TXN-100286,2024-01-17 10:17:00,CUST-5216,PRD-1002,STR-106,8,330.47,Cash,In-Store
TXN-100287,2024-05-26 17:24:00,CUST-5048,PRD-1039,STR-102,3,339.23,Apple Pay,Mobile App
TXN-100288,2024-08-07 13:45:00,CUST-5009,PRD-1018,STR-107,1,190.07,Debit Card,Online
TXN-100289,2024-04-25 21:19:00,CUST-5056,PRD-1034,STR-105,1,361.62,Apple Pay,In-Store
TXN-100290,2024-07-18 11:58:00,CUST-5024,PRD-1029,STR-101,3,114.29,Cash,In-Store
TXN-100291,2024-02-18 13:59:00,CUST-5124,PRD-1034,STR-105,3,361.62,Debit Card,In-Store
TXN-100292,2024-07-29 16:43:00,CUST-5034,PRD-1014,STR-101,1,458.05,Cash,In-Store
TXN-100293,2024-01-02 12:59:00,CUST-5012,PRD-1039,STR-102,1,339.23,Credit Card,In-Store
TXN-100294,2024-05-13 20:42:00,CUST-5191,PRD-1020,STR-101,2,379.0,Apple Pay,Mobile App
TXN-100295,2024-08-16 11:20:00,CUST-5052,PRD-1013,STR-105,1,78.67,Apple Pay,Online
TXN-100296,2024-06-20 09:17:00,CUST-5039,PRD-1011,STR-105,1,403.78,Cash,Mobile App
TXN-100297,2024-05-11 09:13:00,CUST-5139,PRD-1023,STR-106,1,111.1,Apple Pay,Mobile App
TXN-100298,2024-03-03 10:04:00,CUST-5080,PRD-1040,STR-106,2,60.73,Credit Card,In-Store
TXN-100299,2024-01-08 15:57:00,CUST-5173,PRD-1004,STR-102,1,107.55,Credit Card,Online
TXN-100299,2024-04-10 10:45:00,CUST-5153,PRD-1038,STR-108,-2,34.4,Apple Pay,Online
TXN-100301,2024-07-28 11:45:00,CUST-5195,PRD-1035,STR-102,5,150.64,PayPal,Mobile App
TXN-100302,2024-02-03 09:52:00,CUST-5206,PRD-1030,STR-102,1,296.36,PayPal,Online
TXN-100303,2024-02-29 11:09:00,CUST-5221,PRD-1040,STR-105,4,60.73,PayPal,In-Store
TXN-100304,2024-06-28 18:21:00,CUST-5202,PRD-1021,STR-108,1,38.5,Credit Card,Online
TXN-100305,2024-01-29 13:30:00,CUST-5119,PRD-1011,STR-105,3,403.78,Cash,Mobile App
TXN-100306,2024-02-02 16:06:00,CUST-5104,PRD-1007,STR-106,2,288.81,Credit Card,Online
TXN-100307,2024-05-16 15:25:00,CUST-5152,PRD-1027,STR-104,2,290.33,Cash,In-Store
TXN-100308,2024-05-03 14:04:00,CUST-5088,PRD-1014,STR-107,3,458.05,PayPal,Mobile App
TXN-100309,2024-07-20 13:34:00,CUST-5178,PRD-1016,STR-103,2,151.12,Credit Card,Mobile App
TXN-100310,2024-08-26 19:36:00,CUST-5215,PRD-1032,STR-102,2,445.76,PayPal,Online
TXN-100311,2024-05-22 09:52:00,CUST-5114,PRD-1012,STR-105,5,366.14,Credit Card,Mobile App
TXN-100312,2024-01-28 18:52:00,CUST-5153,PRD-1025,STR-106,1,178.76,Credit Card,In-Store
TXN-100313,2024-02-25 21:08:00,CUST-5228,PRD-1038,STR-101,3,34.4,Debit Card,Online
TXN-100314,2024-05-16 12:24:00,CUST-5158,PRD-1037,STR-108,1,407.18,Apple Pay,Online
TXN-100315,2024-05-25 20:58:00,CUST-5174,PRD-1020,STR-107,2,379.0,Apple Pay,In-Store
TXN-100316,2024-05-29 08:39:00,CUST-5131,PRD-1026,STR-103,3,228.07,Credit Card,Online
TXN-100317,2024-08-18 16:03:00,CUST-5001,PRD-1036,STR-106,1,258.18,Apple Pay,In-Store
TXN-100318,2024-03-01 14:44:00,CUST-5152,PRD-1026,STR-106,2,228.07,PayPal,Online
TXN-100319,2024-04-21 16:13:00,CUST-5170,PRD-1012,STR-108,1,366.14,Cash,Online
TXN-100320,2024-08-03 13:53:00,CUST-5107,PRD-1010,STR-105,8,365.96,Debit Card,In-Store
TXN-100321,2024-01-03 09:41:00,CUST-5005,PRD-1010,STR-108,2,365.96,Debit Card,In-Store
TXN-100322,2024-02-05 18:51:00,CUST-5107,PRD-1030,STR-107,2,296.36,PayPal,Mobile App
TXN-100323,2024-04-18 16:52:00,CUST-5116,PRD-1025,STR-106,1,178.76,PayPal,Mobile App
TXN-100324,2024-01-02 17:31:00,CUST-5217,PRD-1016,STR-105,1,151.12,Cash,Mobile App
TXN-100325,2024-04-03 08:02:00,CUST-5146,PRD-1031,STR-106,1,53.16,PayPal,Mobile App
TXN-100326,2024-01-21 10:46:00,CUST-5188,PRD-1034,STR-105,1,361.62,Credit Card,Mobile App
TXN-100327,2024-08-15 17:05:00,CUST-5063,PRD-1031,STR-102,2,53.16,Cash,Mobile App
TXN-100328,2024-03-20 17:03:00,CUST-5232,PRD-1022,STR-101,1,96.48,Cash,Online
TXN-100329,2024-05-26 19:21:00,CUST-5108,PRD-1023,STR-105,1,111.1,Credit Card,Mobile App
TXN-100330,2024-08-24 17:47:00,CUST-5078,PRD-1037,STR-105,1,407.18,PayPal,Mobile App
TXN-100331,2024-02-13 17:03:00,CUST-5169,PRD-1019,STR-101,1,319.75,Credit Card,In-Store
TXN-100332,2024-05-09 09:54:00,CUST-5201,PRD-1018,STR-105,1,190.07,Apple Pay,Online
TXN-100333,2024-08-07 12:00:00,CUST-5190,PRD-1008,STR-103,4,393.08,Debit Card,Mobile App
TXN-100334,2024-04-24 13:51:00,CUST-5045,PRD-1017,STR-104,1,241.93,Cash,In-Store
TXN-100335,2024-03-28 09:09:00,CUST-5153,PRD-1010,STR-108,3,365.96,PayPal,Online
TXN-100336,2024-03-01 18:28:00,CUST-5186,PRD-1011,STR-104,2,403.78,Apple Pay,In-Store
TXN-100337,2024-06-13 12:48:00,CUST-5210,PRD-1008,STR-101,1,393.08,PayPal,Online
TXN-100338,2024-03-18 15:47:00,CUST-5243,PRD-1035,STR-104,1,150.64,PayPal,Online
TXN-100339,2024-03-08 10:33:00,CUST-5223,PRD-1028,STR-101,1,32.85,PayPal,Online
TXN-100340,2024-06-22 13:33:00,CUST-5175,PRD-1003,STR-102,4,225.99,Apple Pay,Online
TXN-100341,2024-06-05 18:54:00,CUST-5070,PRD-1022,STR-105,1,96.48,Credit Card,Online
TXN-100342,2024-06-16 17:25:00,CUST-5119,PRD-1016,STR-104,2,151.12,Debit Card,Online
TXN-100343,2024-05-20 08:43:00,CUST-5003,PRD-1005,STR-101,1,323.36,Cash,In-Store
TXN-100344,2024-06-24 15:22:00,CUST-5057,PRD-1019,STR-105,1,319.75,Credit Card,Mobile App
TXN-100345,2024-01-24 08:38:00,CUST-5169,PRD-1014,STR-102,2,458.05,Credit Card,In-Store
TXN-100346,2024-08-07 17:08:00,CUST-5097,PRD-1037,STR-103,4,407.18,Debit Card,Online
TXN-100347,2024-03-16 15:42:00,CUST-5240,PRD-1005,STR-108,4,323.36,Apple Pay,Online
TXN-100348,2024-06-26 18:49:00,CUST-5198,PRD-1021,STR-105,1,38.5,Credit Card,Online
TXN-100349,2024-07-17 08:24:00,CUST-5100,PRD-1022,STR-101,1,96.48,Apple Pay,In-Store
TXN-100350,2024-04-22 09:31:00,CUST-5238,PRD-1013,STR-107,1,78.67,PayPal,In-Store
TXN-100351,2024-02-06 16:49:00,CUST-5111,PRD-1014,STR-102,4,458.05,Apple Pay,In-Store
TXN-100352,2024-01-09 09:04:00,CUST-5147,PRD-1017,STR-108,1,241.93,PayPal,In-Store
TXN-100353,2024-06-16 18:00:00,CUST-5239,PRD-1003,STR-107,1,225.99,Apple Pay,Online
TXN-100354,2024-05-27 08:32:00,CUST-5182,PRD-1032,STR-108,1,445.76,Credit Card,Mobile App
TXN-100355,2024-02-27 08:24:00,CUST-5245,PRD-1031,STR-102,2,53.16,Apple Pay,Online
TXN-100356,2024-06-23 12:25:00,CUST-5015,PRD-1006,STR-106,2,185.29,Apple Pay,In-Store
TXN-100357,2024-08-03 15:48:00,CUST-5197,PRD-1019,STR-104,1,319.75,Credit Card,Online
TXN-100358,2024-06-18 11:19:00,CUST-5179,PRD-1025,STR-102,2,178.76,Apple Pay,Online
TXN-100359,2024-01-22 18:28:00,CUST-5189,PRD-1013,STR-103,1,78.67,Credit Card,Mobile App
TXN-100360,2024-05-31 11:31:00,CUST-5100,PRD-1005,STR-105,1,323.36,,In-Store
TXN-100361,2024-01-10 13:03:00,CUST-5087,PRD-1003,STR-107,1,225.99,Cash,Online
TXN-100362,2024-08-28 18:55:00,CUST-5224,PRD-1035,STR-103,2,150.64,Debit Card,In-Store
TXN-100363,2024-01-10 19:09:00,CUST-5126,PRD-1002,STR-108,4,330.47,Cash,In-Store
TXN-100364,2024-03-03 19:41:00,CUST-5034,PRD-1001,STR-103,2,16.67,Apple Pay,In-Store
TXN-100365,2024-04-26 17:10:00,CUST-5214,PRD-1038,STR-102,3,34.4,Credit Card,In-Store
TXN-100366,2024-05-07 17:51:00,CUST-5158,PRD-1015,STR-102,3,128.11,PayPal,Online
TXN-100367,2024-07-26 21:47:00,CUST-5174,PRD-1026,STR-106,1,228.07,Cash,Mobile App
TXN-100368,2024-02-05 13:53:00,CUST-5247,PRD-1014,STR-101,2,458.05,Apple Pay,In-Store
TXN-100369,2024-01-31 12:09:00,CUST-5194,PRD-1027,STR-103,2,290.33,Cash,In-Store
TXN-100370,2024-04-22 11:59:00,CUST-5149,PRD-1003,STR-103,1,225.99,Cash,Online
TXN-100371,2024-07-18 10:01:00,CUST-5226,PRD-1032,STR-102,1,445.76,Debit Card,In-Store
TXN-100372,2024-06-29 18:37:00,CUST-5228,PRD-1019,STR-107,2,319.75,PayPal,Mobile App
TXN-100373,2024-02-02 11:09:00,CUST-5164,PRD-1018,STR-108,1,190.07,Debit Card,Mobile App
TXN-100374,2024-06-26 08:38:00,CUST-5047,PRD-1032,STR-102,2,445.76,Apple Pay,Online
TXN-100375,2024-04-17 08:35:00,CUST-5061,PRD-1013,STR-102,8,78.67,Credit Card,Mobile App
TXN-100376,2024-04-02 21:48:00,CUST-5139,PRD-1033,STR-104,1,328.05,Debit Card,Online
TXN-100377,2024-01-14 11:07:00,CUST-5204,PRD-1010,STR-108,1,365.96,Debit Card,Mobile App
TXN-100378,2024-08-24 08:03:00,CUST-5166,PRD-1024,STR-105,1,120.02,Apple Pay,Online
TXN-100379,2024-06-06 20:56:00,CUST-5195,PRD-1030,STR-101,1,296.36,Credit Card,Mobile App
TXN-100380,2024-02-15 10:50:00,CUST-5008,PRD-1032,STR-102,1,445.76,Debit Card,Mobile App
TXN-100381,2024-04-23 17:37:00,CUST-5084,PRD-1027,STR-104,2,290.33,Apple Pay,In-Store
TXN-100382,2024-07-18 09:20:00,CUST-5059,PRD-1007,STR-104,2,288.81,Debit Card,Online
TXN-100383,2024-08-16 11:04:00,CUST-5121,PRD-1038,STR-108,1,34.4,PayPal,In-Store
TXN-100384,2024-02-25 17:29:00,CUST-5046,PRD-1025,STR-106,1,178.76,Debit Card,Mobile App
TXN-100385,2024-04-01 12:12:00,CUST-5086,PRD-1009,STR-101,2,51.86,Credit Card,Online
TXN-100386,2024-02-04 09:54:00,CUST-5120,PRD-1030,STR-107,1,296.36,Apple Pay,In-Store
TXN-100387,2024-08-14 12:38:00,CUST-5041,PRD-1040,STR-103,2,60.73,Cash,In-Store
TXN-100388,2024-01-23 14:54:00,CUST-5134,PRD-1032,STR-104,2,445.76,PayPal,Online
TXN-100389,2024-01-04 19:27:00,CUST-5189,PRD-1016,STR-104,1,151.12,Cash,In-Store
TXN-100390,2024-08-16 17:09:00,CUST-5234,PRD-1037,STR-101,1,407.18,Credit Card,In-Store
TXN-100391,2024-04-30 19:49:00,CUST-5130,PRD-1003,STR-107,2,225.99,PayPal,Mobile App
TXN-100392,2024-07-29 09:28:00,CUST-5127,PRD-1016,STR-102,2,151.12,Credit Card,Mobile App
TXN-100393,2024-07-06 14:13:00,CUST-5034,PRD-1023,STR-105,1,111.1,Credit Card,In-Store
TXN-100394,2024-05-02 18:19:00,CUST-5042,PRD-1030,STR-101,5,296.36,PayPal,In-Store
TXN-100395,2024-08-11 19:25:00,CUST-5048,PRD-1024,STR-108,2,120.02,Credit Card,Mobile App
TXN-100396,2024-01-19 14:57:00,CUST-5177,PRD-1022,STR-101,1,96.48,Apple Pay,Mobile App
TXN-100397,2024-06-05 16:36:00,CUST-5204,PRD-1014,STR-102,2,458.05,Apple Pay,Mobile App
TXN-100398,2024-08-26 08:32:00,CUST-5243,PRD-1024,STR-101,1,120.02,Apple Pay,Online
TXN-100399,2024-06-07 08:23:00,CUST-5094,PRD-1012,STR-102,2,366.14,Debit Card,In-Store
TXN-100399,2024-03-26 11:34:00,CUST-5030,PRD-1031,STR-104,3,53.16,Debit Card,Online
TXN-100401,2024-03-31 12:32:00,CUST-5175,PRD-1028,STR-105,1,32.85,Apple Pay,Online
TXN-100402,2024-04-25 15:32:00,CUST-5135,PRD-1008,STR-108,2,393.08,Cash,Online
TXN-100403,2024-04-25 17:23:00,CUST-5205,PRD-1005,STR-104,4,323.36,PayPal,In-Store
TXN-100404,2024-01-21 14:57:00,CUST-5046,PRD-1019,STR-102,1,319.75,Apple Pay,In-Store
TXN-100405,2024-06-27 10:31:00,CUST-5039,PRD-1014,STR-101,1,458.05,Cash,In-Store
TXN-100406,2024-05-01 13:26:00,CUST-5114,PRD-1002,STR-105,1,330.47,Credit Card,In-Store
TXN-100407,2024-08-01 16:41:00,CUST-5086,PRD-1027,STR-106,2,290.33,Apple Pay,Online
TXN-100408,2024-05-31 18:44:00,CUST-5136,PRD-1036,STR-108,1,258.18,Cash,In-Store
TXN-100409,2024-08-17 20:19:00,CUST-5044,PRD-1017,STR-104,1,241.93,Apple Pay,In-Store
TXN-100410,2024-02-07 13:18:00,CUST-5117,PRD-1011,STR-103,2,403.78,Apple Pay,In-Store
TXN-100411,2024-02-14 21:45:00,CUST-5178,PRD-1010,STR-103,1,365.96,Credit Card,Online
TXN-100412,2024-05-27 10:28:00,CUST-5067,PRD-1024,STR-103,1,120.02,Credit Card,Mobile App
TXN-100413,2024-03-22 13:09:00,CUST-5096,PRD-1029,STR-103,2,114.29,Credit Card,In-Store
TXN-100414,2024-04-13 15:49:00,CUST-5038,PRD-1030,STR-106,1,296.36,Cash,Mobile App
TXN-100415,2024-03-25 18:45:00,CUST-5076,PRD-1031,STR-105,5,53.16,Cash,Mobile App
TXN-100416,2024-02-07 20:36:00,CUST-5187,PRD-1029,STR-106,2,114.29,PayPal,In-Store
TXN-100417,2024-02-05 18:35:00,CUST-5030,PRD-1020,STR-101,1,379.0,Debit Card,Online
TXN-100418,2024-04-01 09:20:00,CUST-5015,PRD-1039,STR-104,2,339.23,Debit Card,Online
TXN-100419,2024-02-20 08:05:00,CUST-5138,PRD-1029,STR-102,5,114.29,PayPal,In-Store
TXN-100420,2024-05-05 13:38:00,CUST-5155,PRD-1033,STR-101,4,328.05,Apple Pay,Online
TXN-100421,2024-02-07 19:54:00,CUST-5110,PRD-1024,STR-107,1,120.02,Apple Pay,Online
TXN-100422,2024-03-30 12:28:00,CUST-5224,PRD-1036,STR-102,1,258.18,PayPal,Mobile App
TXN-100423,2024-04-16 20:28:00,CUST-5074,PRD-1011,STR-107,2,403.78,PayPal,In-Store
TXN-100424,2024-08-01 17:38:00,CUST-5023,PRD-1010,STR-104,1,365.96,Cash,Online
TXN-100425,2024-01-17 17:48:00,CUST-5097,PRD-1006,STR-101,1,185.29,Apple Pay,Online
TXN-100426,2024-02-14 16:29:00,CUST-5182,PRD-1037,STR-103,1,407.18,PayPal,Online
TXN-100427,2024-05-21 15:02:00,CUST-5211,PRD-1020,STR-105,1,379.0,PayPal,In-Store
TXN-100428,2024-01-07 20:00:00,CUST-5040,PRD-1017,STR-105,5,241.93,PayPal,In-Store
TXN-100429,2024-06-16 18:57:00,CUST-5074,PRD-1027,STR-103,1,290.33,Debit Card,In-Store
TXN-100430,2024-01-31 20:17:00,CUST-5127,PRD-1005,STR-106,2,323.36,Cash,Online
TXN-100431,2024-08-10 12:40:00,CUST-5176,PRD-1031,STR-102,1,53.16,Cash,In-Store
TXN-100432,2024-08-04 12:10:00,CUST-5149,PRD-1004,STR-103,1,107.55,Debit Card,Online
TXN-100433,2024-02-11 08:17:00,CUST-5093,PRD-1027,STR-106,1,290.33,Apple Pay,Mobile App
TXN-100434,2024-06-12 09:32:00,CUST-5050,PRD-1012,STR-102,2,366.14,Debit Card,Mobile App
TXN-100435,2024-03-23 21:20:00,CUST-5212,PRD-1020,STR-105,2,379.0,Apple Pay,In-Store
TXN-100436,2024-05-16 17:22:00,CUST-5211,PRD-1010,STR-101,1,365.96,Apple Pay,Online
TXN-100437,2024-07-18 15:26:00,CUST-5088,PRD-1011,STR-102,1,403.78,Cash,In-Store
TXN-100438,2024-07-31 11:50:00,CUST-5230,PRD-1036,STR-102,1,258.18,Credit Card,In-Store
TXN-100439,2024-07-28 10:59:00,CUST-5005,PRD-1031,STR-106,1,53.16,Apple Pay,In-Store
TXN-100440,2024-07-28 15:56:00,CUST-5153,PRD-1034,STR-106,1,361.62,Apple Pay,In-Store
TXN-100441,2024-07-09 21:07:00,CUST-5057,PRD-1009,STR-103,2,51.86,Apple Pay,In-Store
TXN-100442,2024-02-23 10:05:00,CUST-5109,PRD-1008,STR-102,1,393.08,PayPal,Online
TXN-100443,2024-01-11 11:06:00,CUST-5009,PRD-1033,STR-101,1,328.05,Apple Pay,In-Store
TXN-100444,2024-01-17 12:42:00,CUST-5003,PRD-1007,STR-102,4,288.81,Debit Card,Mobile App
TXN-100445,2024-08-18 11:11:00,CUST-5172,PRD-1023,STR-101,1,111.1,Apple Pay,Mobile App
TXN-100446,2024-03-30 13:10:00,CUST-5219,PRD-1033,STR-104,2,328.05,Credit Card,In-Store
TXN-100447,2024-07-28 17:48:00,CUST-5004,PRD-1034,STR-104,2,361.62,Apple Pay,In-Store
TXN-100448,2024-08-18 20:34:00,CUST-5002,PRD-1007,STR-104,4,288.81,PayPal,Online
TXN-100449,2024-06-27 17:11:00,CUST-5113,PRD-1007,STR-103,3,288.81,PayPal,Online
TXN-100450,2024-02-24 16:14:00,CUST-5105,PRD-1008,STR-106,-2,393.08,Credit Card,Mobile App
TXN-100451,2024-02-04 15:48:00,CUST-5093,PRD-1019,STR-101,1,319.75,PayPal,In-Store
TXN-100452,2024-04-08 12:29:00,CUST-5154,PRD-1020,STR-108,1,379.0,PayPal,Online
TXN-100453,2024-08-06 14:12:00,CUST-5220,PRD-1005,STR-108,4,323.36,Apple Pay,In-Store
TXN-100454,2024-01-04 18:31:00,CUST-5173,PRD-1007,STR-107,1,288.81,Credit Card,In-Store
TXN-100455,2024-02-06 14:25:00,CUST-5178,PRD-1038,STR-102,2,34.4,Debit Card,In-Store
TXN-100456,2024-04-03 11:21:00,CUST-5052,PRD-1039,STR-107,1,339.23,PayPal,Mobile App
TXN-100457,2024-05-07 12:48:00,CUST-5183,PRD-1038,STR-105,3,34.4,PayPal,Online
TXN-100458,2024-05-01 18:38:00,CUST-5244,PRD-1026,STR-108,2,228.07,Debit Card,Online
TXN-100459,2024-01-28 09:16:00,CUST-5126,PRD-1032,STR-104,2,445.76,Debit Card,In-Store
TXN-100460,2024-01-26 19:03:00,CUST-5213,PRD-1005,STR-108,2,323.36,Debit Card,Online
TXN-100461,2024-06-03 18:20:00,CUST-5040,PRD-1020,STR-102,3,379.0,Cash,Online
TXN-100462,2024-07-21 15:12:00,CUST-5076,PRD-1032,STR-108,2,445.76,Cash,Online
TXN-100463,2024-07-26 21:34:00,CUST-5140,PRD-1002,STR-101,8,330.47,Credit Card,Online
TXN-100464,2024-04-25 13:54:00,CUST-5097,PRD-1029,STR-108,1,114.29,Debit Card,Mobile App
TXN-100465,2024-06-17 21:49:00,CUST-5078,PRD-1011,STR-108,1,403.78,Apple Pay,Mobile App
TXN-100466,2024-04-09 15:48:00,CUST-5029,PRD-1037,STR-108,2,407.18,Cash,Mobile App
TXN-100467,2024-04-30 15:35:00,CUST-5219,PRD-1011,STR-101,1,403.78,PayPal,Mobile App
TXN-100468,2024-04-06 17:43:00,CUST-5091,PRD-1019,STR-106,1,319.75,Cash,In-Store
TXN-100469,2024-02-02 21:23:00,CUST-5090,PRD-1038,STR-101,3,34.4,Apple Pay,Online
TXN-100470,2024-01-25 14:22:00,CUST-5092,PRD-1027,STR-106,1,290.33,Debit Card,In-Store
TXN-100471,2024-03-01 18:19:00,CUST-5152,PRD-1006,STR-102,3,185.29,Credit Card,Online
TXN-100472,2024-02-13 08:34:00,CUST-5084,PRD-1003,STR-108,2,225.99,PayPal,Mobile App
TXN-100473,2024-05-11 14:17:00,CUST-5006,PRD-1031,STR-101,8,53.16,PayPal,Mobile App
TXN-100474,2024-04-09 13:36:00,CUST-5026,PRD-1032,STR-102,2,445.76,Debit Card,Online
TXN-100475,2024-05-07 16:51:00,CUST-5196,PRD-1022,STR-103,2,96.48,Apple Pay,Online
TXN-100476,2024-02-21 15:40:00,CUST-5217,PRD-1005,STR-104,1,323.36,Credit Card,Online
TXN-100477,2024-05-26 14:51:00,CUST-5058,PRD-1040,STR-102,2,60.73,Cash,In-Store
TXN-100478,2024-05-31 13:17:00,CUST-5018,PRD-1037,STR-108,1,407.18,Apple Pay,In-Store
TXN-100479,2024-06-15 21:19:00,CUST-5130,PRD-1020,STR-107,2,379.0,Apple Pay,In-Store
TXN-100480,2024-04-16 14:16:00,CUST-5160,PRD-1033,STR-108,2,328.05,,In-Store
TXN-100481,2024-08-13 08:40:00,CUST-5181,PRD-1034,STR-103,2,361.62,Debit Card,Mobile App
TXN-100482,2024-07-29 19:29:00,CUST-5069,PRD-1035,STR-107,4,150.64,Credit Card,Mobile App
TXN-100483,2024-02-21 13:29:00,CUST-5038,PRD-1016,STR-103,2,151.12,Apple Pay,Online
TXN-100484,2024-04-15 13:55:00,CUST-5213,PRD-1005,STR-104,3,323.36,Apple Pay,Online
TXN-100485,2024-06-14 10:16:00,CUST-5176,PRD-1039,STR-104,1,339.23,Credit Card,In-Store
TXN-100486,2024-02-19 08:15:00,CUST-5205,PRD-1020,STR-108,1,379.0,PayPal,Online
TXN-100487,2024-06-14 08:12:00,CUST-5041,PRD-1018,STR-103,1,190.07,Apple Pay,Mobile App
TXN-100488,2024-05-20 10:41:00,CUST-5219,PRD-1003,STR-108,3,225.99,Credit Card,In-Store
TXN-100489,2024-03-21 17:19:00,CUST-5222,PRD-1005,STR-107,4,323.36,Credit Card,Online
TXN-100490,2024-08-02 19:53:00,CUST-5036,PRD-1016,STR-102,2,151.12,Cash,In-Store
TXN-100491,2024-05-13 18:53:00,CUST-5149,PRD-1034,STR-105,1,361.62,Credit Card,In-Store
TXN-100492,2024-06-02 09:49:00,CUST-5207,PRD-1021,STR-106,3,38.5,PayPal,Mobile App
TXN-100493,2024-07-09 11:59:00,CUST-5109,PRD-1014,STR-103,1,458.05,Debit Card,Online
TXN-100494,2024-04-22 14:16:00,CUST-5221,PRD-1038,STR-101,1,34.4,Apple Pay,Mobile App
TXN-100495,2024-01-29 13:34:00,CUST-5109,PRD-1031,STR-104,5,53.16,Debit Card,Online
TXN-100496,2024-05-01 19:23:00,CUST-5211,PRD-1020,STR-101,2,379.0,Cash,In-Store
TXN-100497,2024-08-03 19:42:00,CUST-5205,PRD-1004,STR-104,1,107.55,PayPal,Online
TXN-100498,2024-06-12 19:23:00,CUST-5232,PRD-1008,STR-104,3,393.08,PayPal,In-Store
TXN-100499,2024-08-20 14:59:00,CUST-5235,PRD-1017,STR-105,1,241.93,Debit Card,Online
TXN-100499,2024-02-23 21:56:00,CUST-5042,PRD-1029,STR-106,4,114.29,PayPal,In-Store
TXN-100501,2024-03-11 21:05:00,CUST-5211,PRD-1032,STR-108,2,445.76,Apple Pay,Mobile App
TXN-100502,2024-04-18 21:06:00,CUST-5212,PRD-1011,STR-105,2,403.78,Apple Pay,Online
TXN-100503,2024-06-03 19:52:00,CUST-5141,PRD-1021,STR-108,2,38.5,Credit Card,Mobile App
TXN-100504,2024-06-13 10:40:00,CUST-5114,PRD-1009,STR-101,1,51.86,Apple Pay,Online
